blockchain,pair,dex,ticker,supply,supply_apr,borrowed,borrowed_apr,leveraged_apr,leveraged_apr_multiplier,contract
ETH,CEL/ETH,Uniswap,ETH,11546,0.0019,10210,0.0058,22.51%,(5x),0xa5e79baee540f000ef6f23d067cd3ac22c7d9fe6
ETH,YFI/ETH,Uniswap,YFI,17955,0.0003,2972,0.0024,31.25%,(5x),0x2fdbadf3c4d5a8666bc06645b8358ab803996e28
ETH,YFI/ETH,Uniswap,ETH,7435,0.0054,4183,0.012,31.25%,(5x),0x2fdbadf3c4d5a8666bc06645b8358ab803996e28
ETH,SNX/ETH,Uniswap,SNX,2825,0.0126,2195,0.0202,38.65%,(5x),0x43ae24960e5534731fc831386c07755a2dc33d47
ETH,SNX/ETH,Uniswap,ETH,6142,0.0032,3240,0.0075,38.65%,(5x),0x43ae24960e5534731fc831386c07755a2dc33d47
ETH,ETH/USDT,Uniswap,ETH,11186,0.0017000000000000001,2862,0.0023,5994.60%,(5x),0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852
ETH,ETH/USDT,Uniswap,USDT,2807,0.0353,2793,0.13470000000000001,5994.60%,(5x),0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852
MATIC,MATIC/WETH,SushiSwap,MATIC,1440461,0.14300000000000002,996818,0.23079999999999998,14.54%,(10x),0xcb8f6c44c85f4a55f243df1d1f339a52a452aca5
MATIC,MATIC/WETH,SushiSwap,WETH,1588756,0.1067,1084357,0.1745,14.54%,(10x),0xcb8f6c44c85f4a55f243df1d1f339a52a452aca5
MATIC,WBTC/WETH,SushiSwap,WBTC,528433,0.0978,416647,0.1523,21.18%,(10x),0x7da257e84f233c9d05959f923c797585549bb3cb
MATIC,WBTC/WETH,SushiSwap,WETH,620457,0.0825,435481,0.1591,21.18%,(10x),0x7da257e84f233c9d05959f923c797585549bb3cb
MATIC,WBTC/WETH,QuickSwap,WBTC,438109,0.1056,335112,0.16469999999999999,73.05%,(10x),0x8f7f8a534f6a7d57fbda855cf3588eb1edc4508b
MATIC,WBTC/WETH,QuickSwap,WETH,527760,0.09630000000000001,344259,0.1834,73.05%,(10x),0x8f7f8a534f6a7d57fbda855cf3588eb1edc4508b
MATIC,USDC/DAI,SushiSwap,USDC,403283,0.17600000000000002,307121,0.2683,-25.77%,(20x),0x542ccc962097b184ca12a46030d967a735342cf8
MATIC,USDC/DAI,SushiSwap,DAI,386084,0.1954,308968,0.3018,-25.77%,(20x),0x542ccc962097b184ca12a46030d967a735342cf8
MATIC,IMX/WETH,QuickSwap,IMX,374286,0.2072,272962,0.3569,456.52%,(5x),0x8ce3bf56767dd87e87487f3fae63e557b821ea32
MATIC,IMX/WETH,QuickSwap,WETH,416349,0.11460000000000001,298886,0.1764,456.52%,(5x),0x8ce3bf56767dd87e87487f3fae63e557b821ea32
MATIC,MAI/USDT,QuickSwap,MAI,356036,0.11560000000000001,232371,0.2378,130.62%,(20x),0xc3a4c0677b033bf6e9a4e22f930f1d60c5cd2c86
MATIC,MAI/USDT,QuickSwap,USDT,307208,0.1893,231479,0.326,130.62%,(20x),0xc3a4c0677b033bf6e9a4e22f930f1d60c5cd2c86
MATIC,USDC/USDT,QuickSwap,USDC,315144,0.18350000000000002,218852,0.29760000000000003,69.05%,(20x),0x3e115a3af5a58c73571586468b0f5d08bfe9dab1
MATIC,USDC/USDT,QuickSwap,USDT,285936,0.16870000000000002,218610,0.284,69.05%,(20x),0x3e115a3af5a58c73571586468b0f5d08bfe9dab1
MATIC,DAI/MAI,QuickSwap,DAI,273879,0.21239999999999998,222120,0.33270000000000005,38.87%,(20x),0x6d59c06a7f96a508310a76da84db397819e29c62
MATIC,DAI/MAI,QuickSwap,MAI,343064,0.1241,214522,0.242,38.87%,(20x),0x6d59c06a7f96a508310a76da84db397819e29c62
MATIC,WETH/DPI,QuickSwap,WETH,302862,0.1103,216118,0.19649999999999998,198.49%,(10x),0xd83a3ddc19a651f79970291d71b41be5509e7c66
MATIC,WETH/DPI,QuickSwap,DPI,421708,0.1195,215138,0.2593,198.49%,(10x),0xd83a3ddc19a651f79970291d71b41be5509e7c66
MATIC,USDC/USDT,SushiSwap,USDC,271438,0.1956,196716,0.3013,-54.06%,(20x),0x9b2f10eae09fad574b3f76b977c06634a4ec3a46
MATIC,USDC/USDT,SushiSwap,USDT,252919,0.17600000000000002,197297,0.2815,-54.06%,(20x),0x9b2f10eae09fad574b3f76b977c06634a4ec3a46
MATIC,WBTC/pBTC,QuickSwap,WBTC,302227,0.294,198810,0.34020000000000006,-604.45%,(20x),0xe1ad5d74f3fede7ec63fec63d4bafe9afbf09edb
MATIC,WBTC/pBTC,QuickSwap,pBTC,213857,1.1063,137169,1.5775,-604.45%,(20x),0xe1ad5d74f3fede7ec63fec63d4bafe9afbf09edb
MATIC,USDC/JPYC,QuickSwap,USDC,216888,0.5025999999999999,161757,0.201,38.91%,(10x),0x205995421c72dc223f36bbfad78b66eea72d2677
MATIC,USDC/JPYC,QuickSwap,JPYC,222342,0.3957,158322,0.1588,38.91%,(10x),0x205995421c72dc223f36bbfad78b66eea72d2677
MATIC,USDC/WETH,SushiSwap,USDC,112912,0.1493,79472,0.2519,132.67%,(5x),0xbb7ccc9c0f72fb91dee7053c652e961117db4368
MATIC,USDC/WETH,SushiSwap,WETH,134919,0.1063,84433,0.1852,132.67%,(5x),0xbb7ccc9c0f72fb91dee7053c652e961117db4368
MATIC,WETH/MVI,SushiSwap,WETH,97006,0.12869999999999998,62281,0.196,93.93%,(10x),0xa13c38e12b1d516634dcfeb80abe620aedfcf0d0
MATIC,WETH/MVI,SushiSwap,MVI,185053,0.0748,82533,0.1107,93.93%,(10x),0xa13c38e12b1d516634dcfeb80abe620aedfcf0d0
MATIC,MATIC/WETH,QuickSwap,MATIC,92532,0.12480000000000001,66886,0.217,89.36%,(10x),0x2383b93cfa6ddd9a7b35ddffd8d527e7ab80b920
MATIC,MATIC/WETH,QuickSwap,WETH,113091,0.0795,73296,0.1492,89.36%,(10x),0x2383b93cfa6ddd9a7b35ddffd8d527e7ab80b920
MATIC,QI/WETH,QuickSwap,QI,77827,0.4018,55669,0.6919,299.45%,(5x),0xb48e8c226facb7ade62ab0ca8588789aaa1428aa
MATIC,QI/WETH,QuickSwap,WETH,104942,0.11019999999999999,66359,0.2168,299.45%,(5x),0xb48e8c226facb7ade62ab0ca8588789aaa1428aa
MATIC,WBTC/ibBTC,SushiSwap,WBTC,133476,0.12990000000000002,108126,0.1663,-63.51%,(20x),0xba8d0e69773c2f5d385968e42050f23b24b35e36
MATIC,WBTC/ibBTC,SushiSwap,ibBTC,124162,0.1041,107914,0.16899999999999998,-63.51%,(20x),0xba8d0e69773c2f5d385968e42050f23b24b35e36
MATIC,LINK/WETH,QuickSwap,LINK,51803,0.047,38739,0.0649,181.13%,(10x),0x0c7feaa175f62779be13cdd4fe878e55ee70179e
MATIC,LINK/WETH,QuickSwap,WETH,62140,0.1081,39380,0.1953,181.13%,(10x),0x0c7feaa175f62779be13cdd4fe878e55ee70179e
MATIC,WETH/AAVE,QuickSwap,WETH,51803,0.1051,31208,0.1932,153.71%,(10x),0xc6c866c2c69ff093e14746e6f9dbc7a22e0e6522
MATIC,WETH/AAVE,QuickSwap,AAVE,38926,0.2034,30820,0.3177,153.71%,(10x),0xc6c866c2c69ff093e14746e6f9dbc7a22e0e6522
MATIC,USDC/WETH,QuickSwap,USDC,38238,0.16219999999999998,27781,0.2994,122.41%,(5x),0xc380e7fa325e1708e9e6ef4d9bed2cd806fcb328
MATIC,USDC/WETH,QuickSwap,WETH,46065,0.09910000000000001,28219,0.19519999999999998,122.41%,(5x),0xc380e7fa325e1708e9e6ef4d9bed2cd806fcb328
MATIC,WETH/UNI,QuickSwap,WETH,49760,0.07400000000000001,29157,0.1582,263.95%,(10x),0xb361e254dae512a7bd37f72b926f625f4d39db56
MATIC,WETH/UNI,QuickSwap,UNI,54301,0.0949,25215,0.2167,263.95%,(10x),0xb361e254dae512a7bd37f72b926f625f4d39db56
MATIC,AVAX/WETH,SushiSwap,AVAX,41627,0.3834,25417,0.6629,-1.07%,(10x),0xc2eb7fc0c27b20400e9923a1f4066d8d4a9cd203
MATIC,AVAX/WETH,SushiSwap,WETH,42300,0.0632,17463,0.1401,-1.07%,(10x),0xc2eb7fc0c27b20400e9923a1f4066d8d4a9cd203
MATIC,CRV/WETH,SushiSwap,CRV,29931,0.2208,20120,0.3845,60.59%,(10x),0x9039b60eee1adbd2697a0ffb558f879c0b5d87bb
MATIC,CRV/WETH,SushiSwap,WETH,30690,0.0906,19434,0.1693,60.59%,(10x),0x9039b60eee1adbd2697a0ffb558f879c0b5d87bb
MATIC,WETH/USDT,QuickSwap,WETH,31804,0.065,15837,0.1431,206.17%,(5x),0x2912a338df9877905e54c557e4d826f84365602e
MATIC,WETH/USDT,QuickSwap,USDT,30730,0.12539999999999998,17069,0.24789999999999998,206.17%,(5x),0x2912a338df9877905e54c557e4d826f84365602e
MATIC,WETH/DAI,QuickSwap,WETH,36644,0.0548,16745,0.1379,208.65%,(5x),0x16aed35d0c1f5500b73063b10c0dad42b772ac23
MATIC,WETH/DAI,QuickSwap,DAI,21067,0.13419999999999999,16080,0.25079999999999997,208.65%,(5x),0x16aed35d0c1f5500b73063b10c0dad42b772ac23
MATIC,SUSHI/WETH,SushiSwap,SUSHI,34336,0.1295,15068,0.2421,240.03%,(10x),0xb5846453b67d0b4b4ce655930cf6e4129f4416d7
MATIC,SUSHI/WETH,SushiSwap,WETH,27898,0.08310000000000001,16066,0.1539,240.03%,(10x),0xb5846453b67d0b4b4ce655930cf6e4129f4416d7
MATIC,WETH/PNT,QuickSwap,WETH,15314,0.19190000000000002,9434,0.2089,364.80%,(5x),0x1e987756305c6506a8687e6ceb85872c48ceaa3b
MATIC,WETH/PNT,QuickSwap,PNT,8291,1.8291,6043,2.4573,364.80%,(5x),0x1e987756305c6506a8687e6ceb85872c48ceaa3b
MATIC,WETH/IDLE,SushiSwap,WETH,22276,1.1893,13737,0.3935,325.03%,(5x),0x44559353f8edb965294c1448333369ca84df6298
MATIC,WETH/IDLE,SushiSwap,IDLE,88934,0.11289999999999999,15051,0.1128,325.03%,(5x),0x44559353f8edb965294c1448333369ca84df6298
ARB,SPELL/ETH,SushiSwap,SPELL,1875074,0.22719999999999999,1144532,0.4068,167.91%,(5x),0x35b44b303eacb71114aa62fe8dae6f9c5de0f680
ARB,SPELL/ETH,SushiSwap,ETH,2161383,0.1108,1513193,0.1837,167.91%,(5x),0x35b44b303eacb71114aa62fe8dae6f9c5de0f680
ARB,WBTC/ETH,SushiSwap,WBTC,936109,0.078,587224,0.162,41.60%,(10x),0x7532a8d8a12bdd871796a07ac90e510b1cc8f694
ARB,WBTC/ETH,SushiSwap,ETH,997861,0.0819,594704,0.1716,41.60%,(10x),0x7532a8d8a12bdd871796a07ac90e510b1cc8f694
ARB,WBTC/ETH,Swapr,WBTC,617107,0.1277,435877,0.2332,123.79%,(10x),0xb8942a1c1bbb90272190269d42c2f1dff2fde3a4
ARB,WBTC/ETH,Swapr,ETH,744211,0.10400000000000001,455001,0.198,123.79%,(10x),0xb8942a1c1bbb90272190269d42c2f1dff2fde3a4
ARB,ETH/USDC,SushiSwap,ETH,2194194,0.0015,411498,0.0025,98.33%,(5x),0xb0e7ad5053414fde098122b61fd34d816fd6d93f
ARB,ETH/USDC,SushiSwap,USDC,563084,0.21760000000000002,393036,0.3857,98.33%,(5x),0xb0e7ad5053414fde098122b61fd34d816fd6d93f
ARB,ETH/MIM,SushiSwap,ETH,519037,0.0962,272600,0.19699999999999998,63.85%,(5x),0xa6e69dd0c36f3b59539e2c7afd274ef91b5c70f9
ARB,ETH/MIM,SushiSwap,MIM,430790,0.3123,280299,0.5594,63.85%,(5x),0xa6e69dd0c36f3b59539e2c7afd274ef91b5c70f9
ARB,ETH/IMX,SushiSwap,ETH,422877,0.0906,278028,0.1787,314.31%,(5x),0xb7e5e74b52b9ada1042594cfd8abbdee506cc6c5
ARB,ETH/IMX,SushiSwap,IMX,375610,0.035,265112,0.046799999999999994,314.31%,(5x),0xb7e5e74b52b9ada1042594cfd8abbdee506cc6c5
ARB,ETH/USDC,Swapr,ETH,285106,0.1246,144545,0.248,124.02%,(5x),0x82cde182702841dab46916738207123fe535909f
ARB,ETH/USDC,Swapr,USDC,208311,0.3236,147677,0.5367999999999999,124.02%,(5x),0x82cde182702841dab46916738207123fe535909f
ARB,ETH/IMX,Swapr,ETH,182329,0.1016,144821,0.1474,468.84%,(5x),0xcc5c1540683aff992201d8922df44898e1cc9806
ARB,ETH/IMX,Swapr,IMX,228221,0.0492,143010,0.0654,468.84%,(5x),0xcc5c1540683aff992201d8922df44898e1cc9806
ARB,ETH/USDT,SushiSwap,ETH,253206,0.1142,139029,0.2138,128.03%,(5x),0x95c9bf3f60cbc2be8e148fae82f26930bfcd1839
ARB,ETH/USDT,SushiSwap,USDT,220743,0.23829999999999998,130995,0.4736,128.03%,(5x),0x95c9bf3f60cbc2be8e148fae82f26930bfcd1839
ARB,ETH/SUSHI,SushiSwap,ETH,209867,0.0803,108784,0.15810000000000002,99.11%,(5x),0x092162807896509afe042b7f839ab30e1ca11670
ARB,ETH/SUSHI,SushiSwap,SUSHI,157413,0.23989999999999997,90363,0.4451,99.11%,(5x),0x092162807896509afe042b7f839ab30e1ca11670
ARB,USDT/USDC,Swapr,USDT,127316,0.183,96454,0.36469999999999997,285.41%,(20x),0xd52c2e7feae13abbc9ac4861ef697f7210586696
ARB,USDT/USDC,Swapr,USDC,130398,0.11900000000000001,97916,0.27149999999999996,285.41%,(20x),0xd52c2e7feae13abbc9ac4861ef697f7210586696
ARB,ETH/LINK,Swapr,ETH,133137,0.1023,97398,0.20420000000000002,94.57%,(5x),0xc48a16493b97bf90545793cf89884ede71aac39a
ARB,ETH/LINK,Swapr,LINK,127047,0.1794,96016,0.321,94.57%,(5x),0xc48a16493b97bf90545793cf89884ede71aac39a
ARB,ETH/DAI,Swapr,ETH,92032,0.1018,52403,0.23420000000000002,62.36%,(5x),0xe965129938867a125f91a67e1b6d34d022bda569
ARB,ETH/DAI,Swapr,DAI,99694,0.1048,69841,0.21530000000000002,62.36%,(5x),0xe965129938867a125f91a67e1b6d34d022bda569
ARB,MKR/ETH,Swapr,MKR,133505,0.0169,86329,0.0207,346.21%,(10x),0x4fefa59353636c64c5950fd23c969cbaab5e7bba
ARB,MKR/ETH,Swapr,ETH,151521,0.1387,73511,0.2823,346.21%,(10x),0x4fefa59353636c64c5950fd23c969cbaab5e7bba
ARB,ETH/SWPR,Swapr,ETH,81304,0.1066,40868,0.19690000000000002,808.87%,(5x),0x4062f4775bc001595838fbaae38908b250ee07cf
ARB,ETH/SWPR,Swapr,SWPR,111936,0.0682,35776,0.2071,808.87%,(5x),0x4062f4775bc001595838fbaae38908b250ee07cf
AVAX,MIM/AVAX,TraderJoe,MIM,1531669,0.5422,1007106,0.9454,251.56%,(5x),0xd04b43a8e016ead5c95971e428bffe5a32cfad3c
AVAX,MIM/AVAX,TraderJoe,AVAX,1441559,0.3712,1028537,0.6525,251.56%,(5x),0xd04b43a8e016ead5c95971e428bffe5a32cfad3c
AVAX,WETH.e/AVAX,Pangolin,WETH.e,455678,0.1325,275043,0.2364,263.64%,(10x),0x632d450318f3347d388dc0aa4a0fea888c58fbec
AVAX,WETH.e/AVAX,Pangolin,AVAX,531142,0.2619,398913,0.4771,263.64%,(10x),0x632d450318f3347d388dc0aa4a0fea888c58fbec
AVAX,AVAX/IMX.a,Pangolin,AVAX,296329,0.2986,212441,0.5251,464.52%,(5x),0xe9439f67201894c30f1c1c6b362f0e9195fb8e2c
AVAX,AVAX/IMX.a,Pangolin,IMX.a,257036,0.055999999999999994,146833,0.1363,464.52%,(5x),0xe9439f67201894c30f1c1c6b362f0e9195fb8e2c
AVAX,WETH.e/AVAX,TraderJoe,WETH.e,207481,0.1508,162225,0.2821,365.43%,(10x),0x17a57f77e31752ca1455ea7946c7df54fb4ea876
AVAX,WETH.e/AVAX,TraderJoe,AVAX,275760,0.2945,190213,0.5212,365.43%,(10x),0x17a57f77e31752ca1455ea7946c7df54fb4ea876
AVAX,USDC.e/USDT.e,TraderJoe,USDC.e,189334,0.2846,142646,0.4778,107.04%,(20x),0xa1feadd11cd6a27bdfd945eb8ef685d8872639fa
AVAX,USDC.e/USDT.e,TraderJoe,USDT.e,184195,0.26039999999999996,142425,0.4465,107.04%,(20x),0xa1feadd11cd6a27bdfd945eb8ef685d8872639fa
AVAX,WBTC.e/AVAX,Pangolin,WBTC.e,123524,0.08349999999999999,123330,0.1612,337.50%,(10x),0x888300be13b8875feef00c421d1c4aa7b8eae8db
AVAX,WBTC.e/AVAX,Pangolin,AVAX,196487,0.2408,146977,0.4361,337.50%,(10x),0x888300be13b8875feef00c421d1c4aa7b8eae8db
AVAX,AVAX/USDT.e,Pangolin,AVAX,125198,0.2734,100355,0.49090000000000006,374.93%,(5x),0x9d1e250e40676a05b8e1ce256b3f2b9764827dc8
AVAX,AVAX/USDT.e,Pangolin,USDT.e,86687,0.1787,79080,0.32880000000000004,374.93%,(5x),0x9d1e250e40676a05b8e1ce256b3f2b9764827dc8
AVAX,USDC.e/DAI.e,TraderJoe,USDC.e,102126,0.2708,64139,0.4623,244.60%,(20x),0xe58cf63240417fa2c91c5bcc92ef1a234ee9bfba
AVAX,USDC.e/DAI.e,TraderJoe,DAI.e,106336,0.2473,62405,0.4205,244.60%,(20x),0xe58cf63240417fa2c91c5bcc92ef1a234ee9bfba
AVAX,AVAX/SPELL,TraderJoe,AVAX,100762,0.2677,72771,0.4192,431.85%,(5x),0x21249fc0ad45fb3e33c12be0fa2b81000a290c5f
AVAX,AVAX/SPELL,TraderJoe,SPELL,70248,0.0507,46209,0.11699999999999999,431.85%,(5x),0x21249fc0ad45fb3e33c12be0fa2b81000a290c5f
AVAX,USDT.e/DAI.e,TraderJoe,USDT.e,72862,0.2754,57339,0.4671,297.30%,(20x),0x1d4cee9bbf71e1c4dae1a6b1e10c0b4d7c44f96e
AVAX,USDT.e/DAI.e,TraderJoe,DAI.e,72859,0.2697,57671,0.4683,297.30%,(20x),0x1d4cee9bbf71e1c4dae1a6b1e10c0b4d7c44f96e
AVAX,JOE/AVAX,TraderJoe,JOE,60519,0.7023,51287,1.1428,257.87%,(5x),0x96c3186132955785f05ff10a7495bf096260af02
AVAX,JOE/AVAX,TraderJoe,AVAX,70697,0.18780000000000002,56940,0.384,257.87%,(5x),0x96c3186132955785f05ff10a7495bf096260af02
AVAX,PNG/AVAX,Pangolin,PNG,39616,0.5992999999999999,29078,0.943,202.17%,(5x),0x310c66526c349784e975790094cbfbe8ae423fce
AVAX,PNG/AVAX,Pangolin,AVAX,30404,0.2583,24524,0.4546,202.17%,(5x),0x310c66526c349784e975790094cbfbe8ae423fce
AVAX,AVAX/XAVA,TraderJoe,AVAX,22026,0.3558,15577,0.6255,279.96%,(5x),0x2f32fb7c5f3a916fe6b93652f4081b901f2a4701
AVAX,AVAX/XAVA,TraderJoe,XAVA,23235,0.2701,14606,0.6759000000000001,279.96%,(5x),0x2f32fb7c5f3a916fe6b93652f4081b901f2a4701
AVAX,YAK/AVAX,TraderJoe,YAK,12075,0.054900000000000004,8546,0.1076,389.86%,(5x),0xfd6d8c0d5c43195649d5e94f5db068893b02b866
AVAX,YAK/AVAX,TraderJoe,AVAX,24586,0.22920000000000001,19688,0.3871,389.86%,(5x),0xfd6d8c0d5c43195649d5e94f5db068893b02b866
AVAX,AVAX/PEFI,TraderJoe,AVAX,9806,0.028900000000000002,5510,0.0828,488.54%,(5x),0x3739a0d58b0b0aed4b50046a866bd2b9d79b4596
AVAX,AVAX/PEFI,TraderJoe,PEFI,6999,2.5265,4574,4.1639,488.54%,(5x),0x3739a0d58b0b0aed4b50046a866bd2b9d79b4596
AVAX,AVAX/SNOB,TraderJoe,AVAX,8661,0.4263,4730,0.7326999999999999,421.42%,(5x),0x6b9e2b2bbd70229e967322f0edb2d3049990d56d
AVAX,AVAX/SNOB,TraderJoe,SNOB,5758,2.6834,4166,4.5759,421.42%,(5x),0x6b9e2b2bbd70229e967322f0edb2d3049990d56d
