blockchain,pair,dex,ticker,supply,supply_apr,borrowed,borrowed_apr,leveraged_apr,leveraged_apr_multiplier
MATIC,IMX/WETH,QuickSwap,IMX,491543.0,0.6093999999999999,368225.0,0.9918,-213.56%,(5x)
MATIC,IMX/WETH,QuickSwap,WETH,521151.0,0.0907,370678.0,0.1318,-213.56%,(5x)
MATIC,WBTC/WETH,QuickSwap,WBTC,407649.0,0.12539999999999998,331023.0,0.19,-80.60%,(10x)
MATIC,WBTC/WETH,QuickSwap,WETH,567651.0,0.08070000000000001,378191.0,0.141,-80.60%,(10x)
MATIC,WETH/DPI,QuickSwap,WETH,476064.0,0.07730000000000001,356249.0,0.138,10.69%,(10x)
MATIC,WETH/DPI,QuickSwap,DPI,453632.0,0.0944,309876.0,0.17379999999999998,10.69%,(10x)
MATIC,WBTC/WETH,SushiSwap,WBTC,337758.0,0.1478,271230.0,0.2024,-99.82%,(10x)
MATIC,WBTC/WETH,SushiSwap,WETH,496193.0,0.0535,318044.0,0.0932,-99.82%,(10x)
MATIC,WBTC/pBTC,QuickSwap,WBTC,492972.0,0.1266,365060.0,0.2075,-357.35%,(20x)
MATIC,WBTC/pBTC,QuickSwap,pBTC,253153.0,0.3135,157906.0,0.5446,-357.35%,(20x)
MATIC,USDC/USDT,QuickSwap,USDC,272208.0,0.16620000000000001,215541.0,0.2445,-318.36%,(20x)
MATIC,USDC/USDT,QuickSwap,USDT,285788.0,0.19079999999999997,215396.0,0.2859,-318.36%,(20x)
MATIC,MAI/USDT,QuickSwap,MAI,219887.0,0.2636,173104.0,0.4032,-307.07%,(20x)
MATIC,MAI/USDT,QuickSwap,USDT,233724.0,0.1636,171505.0,0.2876,-307.07%,(20x)
MATIC,USDC/USDT,SushiSwap,USDC,215729.0,0.16579999999999998,166706.0,0.24989999999999998,-282.69%,(20x)
MATIC,USDC/USDT,SushiSwap,USDT,212211.0,0.1655,166937.0,0.2576,-282.69%,(20x)
MATIC,DAI/MAI,QuickSwap,DAI,209006.0,0.1843,165833.0,0.30010000000000003,-409.21%,(20x)
MATIC,DAI/MAI,QuickSwap,MAI,240505.0,0.2778,161206.0,0.4341,-409.21%,(20x)
MATIC,USDC/JPYC,QuickSwap,USDC,214736.0,0.10980000000000001,149053.0,0.18510000000000001,-106.92%,(10x)
MATIC,USDC/JPYC,QuickSwap,JPYC,213127.0,0.08259999999999999,149931.0,0.1384,-106.92%,(10x)
MATIC,USDC/WETH,SushiSwap,USDC,126834.0,0.18109999999999998,63540.0,0.3016,14.29%,(5x)
MATIC,USDC/WETH,SushiSwap,WETH,220512.0,0.0818,123839.0,0.1463,14.29%,(5x)
MATIC,MATIC/WETH,QuickSwap,MATIC,133095.0,0.06269999999999999,84126.0,0.1065,-26.37%,(10x)
MATIC,MATIC/WETH,QuickSwap,WETH,140492.0,0.0883,87944.0,0.1412,-26.37%,(10x)
MATIC,WETH/MVI,SushiSwap,WETH,77838.0,0.08960000000000001,51211.0,0.1461,91.41%,(10x)
MATIC,WETH/MVI,SushiSwap,MVI,181045.0,0.031,62606.0,0.0521,91.41%,(10x)
MATIC,QI/WETH,QuickSwap,QI,65064.0,0.5969,50755.0,1.0238,131.06%,(5x)
MATIC,QI/WETH,QuickSwap,WETH,77677.0,0.08,56320.0,0.1272,131.06%,(5x)
MATIC,WBTC/ibBTC,SushiSwap,WBTC,158804.0,0.1112,89776.0,0.1724,-279.32%,(20x)
MATIC,WBTC/ibBTC,SushiSwap,ibBTC,112388.0,0.0965,88909.0,0.1514,-279.32%,(20x)
MATIC,WETH/UNI,QuickSwap,WETH,68282.0,0.1133,44225.0,0.1868,-78.44%,(10x)
MATIC,WETH/UNI,QuickSwap,UNI,62912.0,0.041299999999999996,36166.0,0.0895,-78.44%,(10x)
MATIC,LINK/WETH,QuickSwap,LINK,50712.0,0.050300000000000004,33943.0,0.0965,-43.80%,(10x)
MATIC,LINK/WETH,QuickSwap,WETH,71496.0,0.07919999999999999,44347.0,0.1472,-43.80%,(10x)
MATIC,USDC/WETH,QuickSwap,USDC,36263.0,0.1558,26440.0,0.275,10.35%,(5x)
MATIC,USDC/WETH,QuickSwap,WETH,48127.0,0.085,32262.0,0.1547,10.35%,(5x)
MATIC,CRV/WETH,SushiSwap,CRV,33902.0,0.18899999999999997,23272.0,0.3208,32.90%,(10x)
MATIC,CRV/WETH,SushiSwap,WETH,37918.0,0.1039,22826.0,0.1574,32.90%,(10x)
MATIC,AVAX/WETH,SushiSwap,AVAX,40376.0,0.42700000000000005,25920.0,0.7386,-167.63%,(10x)
MATIC,AVAX/WETH,SushiSwap,WETH,34221.0,0.0659,17375.0,0.1193,-167.63%,(10x)
MATIC,WETH/USDT,QuickSwap,WETH,28590.0,0.0949,20576.0,0.1421,18.92%,(5x)
MATIC,WETH/USDT,QuickSwap,USDT,24527.0,0.1759,18535.0,0.2812,18.92%,(5x)
MATIC,WETH/AAVE,QuickSwap,WETH,36883.0,0.044199999999999996,20109.0,0.0867,-23.50%,(10x)
MATIC,WETH/AAVE,QuickSwap,AAVE,22642.0,0.16469999999999999,15583.0,0.2724,-23.50%,(10x)
MATIC,WETH/DAI,QuickSwap,WETH,23600.0,0.044800000000000006,16656.0,0.0889,8.38%,(5x)
MATIC,WETH/DAI,QuickSwap,DAI,18463.0,0.1998,13853.0,0.3333,8.38%,(5x)
MATIC,SUSHI/WETH,SushiSwap,SUSHI,19757.0,0.30329999999999996,12700.0,0.45640000000000003,27.13%,(10x)
MATIC,SUSHI/WETH,SushiSwap,WETH,26250.0,0.0571,14985.0,0.0872,27.13%,(10x)
MATIC,DATA/WETH,SushiSwap,DATA,28424.0,0.3276,19087.0,0.4697,-129.08%,(5x)
MATIC,DATA/WETH,SushiSwap,WETH,32037.0,0.36920000000000003,20677.0,0.41340000000000005,-129.08%,(5x)
MATIC,WETH/PNT,QuickSwap,WETH,31241.0,0.2065,13050.0,0.2059,131.58%,(5x)
MATIC,WETH/PNT,QuickSwap,PNT,8930.0,0.4903,5765.0,0.8844,131.58%,(5x)
MATIC,MATIC/WCRO,QuickSwap,MATIC,19835.0,0.2304,16258.0,0.11789999999999999,60.25%,(5x)
MATIC,MATIC/WCRO,QuickSwap,WCRO,17151.0,1.5924,13768.0,2.0858000000000003,60.25%,(5x)
MATIC,WETH/IDLE,SushiSwap,WETH,12072.0,0.1149,8345.0,0.1592,-364.57%,(5x)
MATIC,WETH/IDLE,SushiSwap,IDLE,0.0,1.1077,0.0,1.7585,-364.57%,(5x)
ARB,SPELL/ETH,SushiSwap,SPELL,1183740.0,0.14730000000000001,838492.0,0.2779,338.35%,(5x)
ARB,SPELL/ETH,SushiSwap,ETH,2289964.0,0.07429999999999999,1491245.0,0.1398,338.35%,(5x)
ARB,WBTC/ETH,Swapr,WBTC,710564.0,0.11259999999999999,486836.0,0.1943,129.34%,(10x)
ARB,WBTC/ETH,Swapr,ETH,900068.0,0.08470000000000001,583724.0,0.1472,129.34%,(10x)
ARB,WBTC/ETH,SushiSwap,WBTC,553838.0,0.1012,364862.0,0.1745,132.66%,(10x)
ARB,WBTC/ETH,SushiSwap,ETH,878000.0,0.0404,415939.0,0.09050000000000001,132.66%,(10x)
ARB,ETH/USDC,SushiSwap,ETH,2423666.0,0.0006,311420.0,0.002,131.65%,(5x)
ARB,ETH/USDC,SushiSwap,USDC,455960.0,0.13419999999999999,269710.0,0.2618,131.65%,(5x)
ARB,ETH/IMX,SushiSwap,ETH,405615.0,0.0818,227355.0,0.1495,321.61%,(5x)
ARB,ETH/IMX,SushiSwap,IMX,408262.0,0.0507,251292.0,0.0794,321.61%,(5x)
ARB,ETH/MIM,SushiSwap,ETH,342119.0,0.0851,247712.0,0.1433,154.02%,(5x)
ARB,ETH/MIM,SushiSwap,MIM,334572.0,0.3122,226645.0,0.5301,154.02%,(5x)
ARB,ETH/IMX,Swapr,ETH,301126.0,0.1185,206793.0,0.1736,288.14%,(5x)
ARB,ETH/IMX,Swapr,IMX,296691.0,0.0705,215760.0,0.091,288.14%,(5x)
ARB,ETH/USDC,Swapr,ETH,279904.0,0.1026,179343.0,0.17350000000000002,151.87%,(5x)
ARB,ETH/USDC,Swapr,USDC,289261.0,0.1491,161227.0,0.3028,151.87%,(5x)
ARB,ETH/USDT,SushiSwap,ETH,272689.0,0.0864,152374.0,0.1589,112.73%,(5x)
ARB,ETH/USDT,SushiSwap,USDT,234634.0,0.22579999999999997,133184.0,0.406,112.73%,(5x)
ARB,USDT/USDC,Swapr,USDT,122341.0,0.26,94492.0,0.4239,265.04%,(20x)
ARB,USDT/USDC,Swapr,USDC,123551.0,0.171,94006.0,0.2964,265.04%,(20x)
ARB,ETH/LINK,Swapr,ETH,179170.0,0.0779,115645.0,0.1603,105.92%,(5x)
ARB,ETH/LINK,Swapr,LINK,131726.0,0.1592,88112.0,0.3179,105.92%,(5x)
ARB,ETH/SUSHI,SushiSwap,ETH,173982.0,0.0406,93432.0,0.09119999999999999,190.92%,(5x)
ARB,ETH/SUSHI,SushiSwap,SUSHI,111979.0,0.0805,52929.0,0.20829999999999999,190.92%,(5x)
ARB,ETH/DAI,Swapr,ETH,101710.0,0.07440000000000001,61457.0,0.1489,133.81%,(5x)
ARB,ETH/DAI,Swapr,DAI,114271.0,0.1441,71311.0,0.2709,133.81%,(5x)
ARB,MKR/ETH,Swapr,MKR,0.0,0.031200000000000002,0.0,0.0478,132.57%,(10x)
ARB,MKR/ETH,Swapr,ETH,100216.0,0.0694,68243.0,0.1367,132.57%,(10x)
ARB,ETH/SWPR,Swapr,ETH,78547.0,0.0508,41167.0,0.1245,630.25%,(5x)
ARB,ETH/SWPR,Swapr,SWPR,118719.0,0.0226,35333.0,0.0721,630.25%,(5x)
AVAX,MIM/AVAX,TraderJoe,MIM,2878614.0,0.3739,2018383.0,0.5848,206.30%,(5x)
AVAX,MIM/AVAX,TraderJoe,AVAX,3069779.0,0.49700000000000005,2065346.0,0.7304999999999999,206.30%,(5x)
AVAX,WETH.e/AVAX,TraderJoe,WETH.e,936722.0,0.0983,737461.0,0.16469999999999999,55.72%,(10x)
AVAX,WETH.e/AVAX,TraderJoe,AVAX,1018779.0,0.4711,698175.0,0.7789,55.72%,(10x)
AVAX,AVAX/IMX.a,PangolinV2,AVAX,514065.0,0.6614,350255.0,1.1386,254.94%,(5x)
AVAX,AVAX/IMX.a,PangolinV2,IMX.a,485348.0,0.7384000000000001,361879.0,1.2490999999999999,254.94%,(5x)
AVAX,AVAX/SPELL,PangolinV2,AVAX,405036.0,0.6648999999999999,249768.0,1.1306,420.29%,(5x)
AVAX,AVAX/SPELL,PangolinV2,SPELL,408088.0,0.5163,243148.0,0.9307,420.29%,(5x)
AVAX,USDC.e/AVAX,TraderJoe,USDC.e,271412.0,0.2576,179991.0,0.4585,89.43%,(5x)
AVAX,USDC.e/AVAX,TraderJoe,AVAX,273072.0,0.5532,174733.0,0.9161,89.43%,(5x)
AVAX,WBTC.e/AVAX,PangolinV2,WBTC.e,169627.0,0.1449,128768.0,0.2433,-156.36%,(10x)
AVAX,WBTC.e/AVAX,PangolinV2,AVAX,234657.0,0.7576999999999999,134555.0,1.3196,-156.36%,(10x)
AVAX,USDC.e/USDT.e,TraderJoe,USDC.e,146088.0,0.21780000000000002,98189.0,0.392,-286.97%,(20x)
AVAX,USDC.e/USDT.e,TraderJoe,USDT.e,143233.0,0.16949999999999998,97622.0,0.31010000000000004,-286.97%,(20x)
AVAX,AVAX/USDT.e,TraderJoe,AVAX,159286.0,0.5886,88096.0,0.9868000000000001,31.10%,(5x)
AVAX,AVAX/USDT.e,TraderJoe,USDT.e,132928.0,0.3189,83798.0,0.5653,31.10%,(5x)
AVAX,USDC.e/DAI.e,TraderJoe,USDC.e,116100.0,0.2195,83414.0,0.3918,-392.31%,(20x)
AVAX,USDC.e/DAI.e,TraderJoe,DAI.e,112385.0,0.2407,83145.0,0.4154,-392.31%,(20x)
AVAX,WETH.e/AVAX,PangolinV2,WETH.e,81370.0,0.0725,63231.0,0.1035,-247.61%,(10x)
AVAX,WETH.e/AVAX,PangolinV2,AVAX,88529.0,0.6795,61601.0,1.1405,-247.61%,(10x)
AVAX,USDT.e/DAI.e,TraderJoe,USDT.e,84463.0,0.2635,55602.0,0.4517,-468.90%,(20x)
AVAX,USDT.e/DAI.e,TraderJoe,DAI.e,69867.0,0.2403,55745.0,0.4397,-468.90%,(20x)
AVAX,AVAX/USDT.e,PangolinV2,AVAX,53072.0,0.7818,34630.0,1.3386000000000002,-65.48%,(5x)
AVAX,AVAX/USDT.e,PangolinV2,USDT.e,49055.0,0.2961,35223.0,0.4907,-65.48%,(5x)
AVAX,AVAX/SPELL,TraderJoe,AVAX,45306.0,0.3601,32669.0,0.5266,310.41%,(5x)
AVAX,AVAX/SPELL,TraderJoe,SPELL,28755.0,0.0842,26104.0,0.12869999999999998,310.41%,(5x)
AVAX,AVAX/IMX.a,Pangolin,AVAX,36697.0,0.3014,29518.0,0.5055,-106.61%,(5x)
AVAX,AVAX/IMX.a,Pangolin,IMX.a,40290.0,0.0722,24002.0,0.1186,-106.61%,(5x)
AVAX,JOE/AVAX,TraderJoe,JOE,23519.0,0.4987,23474.0,0.8931999999999999,-64.72%,(5x)
AVAX,JOE/AVAX,TraderJoe,AVAX,32879.0,0.44329999999999997,22205.0,0.701,-64.72%,(5x)
AVAX,WETH.e/AVAX,Pangolin,WETH.e,34001.0,0.0875,16695.0,0.1369,-99.05%,(10x)
AVAX,WETH.e/AVAX,Pangolin,AVAX,105042.0,0.3519,23525.0,0.5819,-99.05%,(10x)
AVAX,AVAX/XAVA,TraderJoe,AVAX,15404.0,0.6665000000000001,10794.0,1.0293999999999999,-17.15%,(5x)
AVAX,AVAX/XAVA,TraderJoe,XAVA,20479.0,0.44229999999999997,10771.0,0.9434,-17.15%,(5x)
AVAX,YAK/AVAX,TraderJoe,YAK,7268.0,0.0828,7007.0,0.1074,-124.93%,(5x)
AVAX,YAK/AVAX,TraderJoe,AVAX,20277.0,0.7117,13082.0,1.0404,-124.93%,(5x)
AVAX,WBTC.e/AVAX,Pangolin,WBTC.e,14669.0,0.021099999999999997,3785.0,0.0533,-100.55%,(10x)
AVAX,WBTC.e/AVAX,Pangolin,AVAX,10436.0,0.3046,8571.0,0.46009999999999995,-100.55%,(10x)
AVAX,AVAX/SNOB,TraderJoe,AVAX,5596.0,0.4238,4266.0,0.5904,-557.55%,(5x)
AVAX,AVAX/SNOB,TraderJoe,SNOB,5764.0,1.9931999999999999,3812.0,3.5237,-557.55%,(5x)
AVAX,AVAX/USDT.e,Pangolin,AVAX,16688.0,0.3564,3676.0,0.5952000000000001,39.32%,(5x)
AVAX,AVAX/USDT.e,Pangolin,USDT.e,3542.0,0.1812,3542.0,0.29100000000000004,39.32%,(5x)
AVAX,AVAX/PEFI,TraderJoe,AVAX,3459.0,0.0977,3071.0,0.1317,66.13%,(5x)
AVAX,AVAX/PEFI,TraderJoe,PEFI,4018.0,0.3994,3778.0,0.6570999999999999,66.13%,(5x)
AVAX,PNG/AVAX,Pangolin,PNG,9104.0,0.46140000000000003,2518.0,0.8563,-190.54%,(5x)
AVAX,PNG/AVAX,Pangolin,AVAX,9632.0,0.11779999999999999,3795.0,0.2413,-190.54%,(5x)
AVAX,PNG/AVAX,PangolinV2,PNG,116.45,0.4632,53.54,0.7665000000000001,-69.18%,(5x)
AVAX,PNG/AVAX,PangolinV2,AVAX,62.1,0.33149999999999996,59.44,0.45159999999999995,-69.18%,(5x)
MOONRIVER,MIM/MOVR,Solarbeam,MIM,47146.0,0.4475,45437.0,0.5765,1422.66%,(5x)
MOONRIVER,MIM/MOVR,Solarbeam,MOVR,56292.0,0.4421,50399.0,0.5735,1422.66%,(5x)
MOONRIVER,IMX.m/MOVR,Solarbeam,IMX.m,69258.0,0.3372,37289.0,0.4337,2287.32%,(5x)
MOONRIVER,IMX.m/MOVR,Solarbeam,MOVR,48096.0,0.2963,36532.0,0.38939999999999997,2287.32%,(5x)
MOONRIVER,ETH/MOVR,Solarbeam,ETH,48751.0,0.31370000000000003,33948.0,0.4474,1716.53%,(5x)
MOONRIVER,ETH/MOVR,Solarbeam,MOVR,58723.0,0.341,34128.0,0.4838,1716.53%,(5x)
MOONRIVER,FRAX/MOVR,Solarbeam,FRAX,14791.0,0.3945,12303.0,0.5222,2683.49%,(5x)
MOONRIVER,FRAX/MOVR,Solarbeam,MOVR,15346.0,0.4631,12300.0,0.5952000000000001,2683.49%,(5x)
MOONRIVER,WBTC/MOVR,Solarbeam,WBTC,6566.0,0.5588000000000001,6561.0,0.7359,4653.99%,(5x)
MOONRIVER,WBTC/MOVR,Solarbeam,MOVR,14590.0,0.47950000000000004,7759.0,0.6275999999999999,4653.99%,(5x)
