blockchain,pair,dex,ticker,supply,supply_apr,borrowed,borrowed_apr,contract,leveraged_apr,leveraged_apr_multiplier
ETH,IMX/ETH,Uniswap,IMX,371522.0,0.7182,280596.0,1.1396,0xa00d47b4b304792eb07b09233467b690db847c91,-238.44%,(5x)
ETH,IMX/ETH,Uniswap,ETH,374614.0,0.0731,278492.0,0.11539999999999999,0xa00d47b4b304792eb07b09233467b690db847c91,-238.44%,(5x)
ETH,USDC/USDT,Uniswap,USDC,239957.0,0.0441,136834.0,0.0489,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,214.99%,(20x)
ETH,USDC/USDT,Uniswap,USDT,242719.0,0.161,137924.0,0.265,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,214.99%,(20x)
ETH,ETH2x-FLI/ETH,Uniswap,ETH2x-FLI,197135.0,0.0006,44041.0,0.0032,0xf91c12dae1313d0be5d7a27aa559b1171cc1eac5,117.58%,(5x)
ETH,ETH2x-FLI/ETH,Uniswap,ETH,58629.0,0.1374,29622.0,0.2868,0xf91c12dae1313d0be5d7a27aa559b1171cc1eac5,117.58%,(5x)
ETH,USDC/ETH,Uniswap,USDC,51893.0,0.39740000000000003,32439.0,0.5931000000000001,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,-45.67%,(5x)
ETH,USDC/ETH,Uniswap,ETH,103270.0,0.0023,37887.0,0.0062,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,-45.67%,(5x)
ETH,DPI/ETH,Uniswap,DPI,81061.0,0.0012,27999.0,0.0043,0x4d5ef58aac27d99935e5b6b4a6778ff292059991,97.51%,(10x)
ETH,DPI/ETH,Uniswap,ETH,210783.0,0.0004,40684.0,0.0024,0x4d5ef58aac27d99935e5b6b4a6778ff292059991,97.51%,(10x)
ETH,WBTC/ETH,Uniswap,WBTC,45599.0,0.0029,24517.0,0.0067,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,18.25%,(10x)
ETH,WBTC/ETH,Uniswap,ETH,77172.0,0.0018,32778.0,0.0053,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,18.25%,(10x)
ETH,DAI/ETH,Uniswap,DAI,20587.0,0.039900000000000005,20596.0,0.0499,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,35.54%,(5x)
ETH,DAI/ETH,Uniswap,ETH,115352.0,0.0003,21052.0,0.0023,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,35.54%,(5x)
ETH,LINK/ETH,Uniswap,LINK,25926.0,0.0002,3130.0,0.0017000000000000001,0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974,29.73%,(5x)
ETH,LINK/ETH,Uniswap,ETH,118142.0,0.0002,17016.0,0.0021,0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974,29.73%,(5x)
ETH,ETH/CRV,Uniswap,ETH,11353.0,0.1729,4502.0,0.5556,0x3da1313ae46132a397d90d95b1424a9a7e3e0fce,-23.14%,(5x)
ETH,ETH/CRV,Uniswap,CRV,15353.0,0.0809,7105.0,0.22949999999999998,0x3da1313ae46132a397d90d95b1424a9a7e3e0fce,-23.14%,(5x)
