blockchain,pair,dex,ticker,supply,supply_apr,borrowed,borrowed_apr,leveraged_apr,leveraged_apr_multiplier
ETH,UNI/ETH,Uniswap,ETH,31769.0,0.0013,4856.0,0.010700000000000001,38.03%,(5x)
ETH,YFI/ETH,Uniswap,YFI,12747.0,0.0003,2110.0,0.0024,95.22%,(5x)
ETH,YFI/ETH,Uniswap,ETH,4288.0,0.0037,4288.0,0.008199999999999999,95.22%,(5x)
ETH,ETH/USDT,Uniswap,ETH,11588.0,0.0006,2932.0,0.0032,105.19%,(5x)
ETH,ETH/USDT,Uniswap,USDT,2821.0,0.0527,2809.0,0.0663,105.19%,(5x)
ETH,SNX/ETH,Uniswap,SNX,2203.0,0.0126,1897.0,0.0202,53.52%,(5x)
ETH,SNX/ETH,Uniswap,ETH,6292.0,0.0032,3320.0,0.0075,53.52%,(5x)
ETH,COMP/ETH,Uniswap,COMP,3790.0,0.0102,1560.0,0.030899999999999997,31.51%,(5x)
ETH,COMP/ETH,Uniswap,ETH,55310.0,0.0,1876.0,0.0005,31.51%,(5x)
ETH,AAVE/ETH,Uniswap,AAVE,13261.0,0.0,565.76,0.0006,27.30%,(5x)
ETH,AAVE/ETH,Uniswap,ETH,132190.0,0.0,1037.0,0.0001,27.30%,(5x)
MATIC,MATIC/WETH,SushiSwap,MATIC,1527482.0,0.1003,1218967.0,0.1438,158.85%,(10x)
MATIC,MATIC/WETH,SushiSwap,WETH,1291298.0,0.0678,956356.0,0.0901,158.85%,(10x)
MATIC,WETH/DPI,QuickSwap,WETH,517025.0,0.0711,339057.0,0.1153,-72.94%,(10x)
MATIC,WETH/DPI,QuickSwap,DPI,448082.0,0.0664,289533.0,0.11779999999999999,-72.94%,(10x)
MATIC,USDC/DAI,SushiSwap,USDC,417436.0,0.1057,264776.0,0.1895,-250.45%,(20x)
MATIC,USDC/DAI,SushiSwap,DAI,383108.0,0.15289999999999998,265151.0,0.2619,-250.45%,(20x)
MATIC,WBTC/WETH,SushiSwap,WBTC,319352.0,0.1076,222604.0,0.18109999999999998,-80.20%,(10x)
MATIC,WBTC/WETH,SushiSwap,WETH,358367.0,0.0512,272369.0,0.0876,-80.20%,(10x)
MATIC,WBTC/pBTC,QuickSwap,WBTC,449860.0,0.11560000000000001,307771.0,0.1942,-565.47%,(20x)
MATIC,WBTC/pBTC,QuickSwap,pBTC,226939.0,0.22829999999999998,126335.0,0.4285,-565.47%,(20x)
MATIC,USDC/USDT,QuickSwap,USDC,311594.0,0.1524,206714.0,0.21899999999999997,-282.33%,(20x)
MATIC,USDC/USDT,QuickSwap,USDT,296628.0,0.1972,206777.0,0.2785,-282.33%,(20x)
MATIC,MAI/USDT,QuickSwap,MAI,290831.0,0.19579999999999997,200441.0,0.30329999999999996,-465.51%,(20x)
MATIC,MAI/USDT,QuickSwap,USDT,260402.0,0.1773,198137.0,0.2702,-465.51%,(20x)
MATIC,IMX/WETH,QuickSwap,IMX,314273.0,0.46909999999999996,176799.0,0.8279000000000001,-122.13%,(5x)
MATIC,IMX/WETH,QuickSwap,WETH,301971.0,0.0678,199068.0,0.09970000000000001,-122.13%,(5x)
MATIC,WBTC/WETH,QuickSwap,WBTC,221505.0,0.10640000000000001,144003.0,0.17600000000000002,-65.44%,(10x)
MATIC,WBTC/WETH,QuickSwap,WETH,270846.0,0.0452,182348.0,0.08990000000000001,-65.44%,(10x)
MATIC,USDC/JPYC,QuickSwap,USDC,215308.0,0.10310000000000001,155252.0,0.16870000000000002,-58.84%,(10x)
MATIC,USDC/JPYC,QuickSwap,JPYC,210905.0,0.0737,155971.0,0.1223,-58.84%,(10x)
MATIC,DAI/MAI,QuickSwap,DAI,218817.0,0.18109999999999998,147407.0,0.2703,-476.49%,(20x)
MATIC,DAI/MAI,QuickSwap,MAI,195343.0,0.1977,143352.0,0.3025,-476.49%,(20x)
MATIC,USDC/USDT,SushiSwap,USDC,190815.0,0.1386,132471.0,0.20679999999999998,-239.18%,(20x)
MATIC,USDC/USDT,SushiSwap,USDT,179607.0,0.16260000000000002,132515.0,0.2334,-239.18%,(20x)
MATIC,USDC/WETH,SushiSwap,USDC,136197.0,0.1308,92457.0,0.23559999999999998,59.01%,(5x)
MATIC,USDC/WETH,SushiSwap,WETH,226822.0,0.0653,142536.0,0.1166,59.01%,(5x)
MATIC,MATIC/WETH,QuickSwap,MATIC,125438.0,0.06480000000000001,90158.0,0.0981,197.31%,(10x)
MATIC,MATIC/WETH,QuickSwap,WETH,126673.0,0.0689,79846.0,0.1012,197.31%,(10x)
MATIC,WETH/MVI,SushiSwap,WETH,102159.0,0.0843,51989.0,0.1295,-13.33%,(10x)
MATIC,WETH/MVI,SushiSwap,MVI,105427.0,0.1193,55360.0,0.1661,-13.33%,(10x)
MATIC,LINK/WETH,QuickSwap,LINK,46123.0,0.0687,33452.0,0.09300000000000001,-40.17%,(10x)
MATIC,LINK/WETH,QuickSwap,WETH,79580.0,0.0858,42233.0,0.13699999999999998,-40.17%,(10x)
MATIC,WBTC/ibBTC,SushiSwap,WBTC,118575.0,0.0605,75481.0,0.1183,-236.65%,(20x)
MATIC,WBTC/ibBTC,SushiSwap,ibBTC,95631.0,0.1276,74056.0,0.196,-236.65%,(20x)
MATIC,WETH/UNI,QuickSwap,WETH,66608.0,0.084,40253.0,0.139,-19.52%,(10x)
MATIC,WETH/UNI,QuickSwap,UNI,60570.0,0.034,30474.0,0.057999999999999996,-19.52%,(10x)
MATIC,USDC/WETH,QuickSwap,USDC,62644.0,0.1294,28483.0,0.24539999999999998,47.41%,(5x)
MATIC,USDC/WETH,QuickSwap,WETH,52962.0,0.0693,30089.0,0.1305,47.41%,(5x)
MATIC,QI/WETH,QuickSwap,QI,87747.0,0.3055,30398.0,0.6583,-69.39%,(5x)
MATIC,QI/WETH,QuickSwap,WETH,42104.0,0.0639,18631.0,0.114,-69.39%,(5x)
MATIC,MATIC/WCRO,QuickSwap,MATIC,47966.0,0.16260000000000002,24661.0,0.1772,-206.21%,(5x)
MATIC,MATIC/WCRO,QuickSwap,WCRO,36668.0,0.6784,22820.0,1.0506,-206.21%,(5x)
MATIC,WETH/PNT,QuickSwap,WETH,75430.0,0.1144,40821.0,0.16829999999999998,-212.45%,(5x)
MATIC,WETH/PNT,QuickSwap,PNT,7317.0,0.5654,5070.0,1.0089,-212.45%,(5x)
MATIC,AVAX/WETH,SushiSwap,AVAX,28030.0,0.33770000000000006,19507.0,0.606,-28.30%,(10x)
MATIC,AVAX/WETH,SushiSwap,WETH,16925.0,0.030699999999999998,13056.0,0.0634,-28.30%,(10x)
MATIC,WETH/DAI,QuickSwap,WETH,19795.0,0.0565,15015.0,0.0944,25.43%,(5x)
MATIC,WETH/DAI,QuickSwap,DAI,23824.0,0.1782,13710.0,0.3063,25.43%,(5x)
MATIC,WETH/USDT,QuickSwap,WETH,22577.0,0.0761,13774.0,0.1315,34.85%,(5x)
MATIC,WETH/USDT,QuickSwap,USDT,23747.0,0.1592,14348.0,0.2777,34.85%,(5x)
MATIC,CRV/WETH,SushiSwap,CRV,26982.0,0.1084,11468.0,0.2225,81.42%,(10x)
MATIC,CRV/WETH,SushiSwap,WETH,19839.0,0.0727,12325.0,0.1275,81.42%,(10x)
MATIC,SUSHI/WETH,SushiSwap,SUSHI,17573.0,0.1474,9986.0,0.2788,202.58%,(10x)
MATIC,SUSHI/WETH,SushiSwap,WETH,15971.0,0.051399999999999994,12124.0,0.0735,202.58%,(10x)
MATIC,DATA/WETH,SushiSwap,DATA,31032.0,0.3676,16627.0,0.6191,-137.42%,(5x)
MATIC,DATA/WETH,SushiSwap,WETH,33545.0,0.0895,21060.0,0.1518,-137.42%,(5x)
MATIC,WETH/AAVE,QuickSwap,WETH,12514.0,0.0341,9101.0,0.0639,-23.09%,(10x)
MATIC,WETH/AAVE,QuickSwap,AAVE,13648.0,0.1119,4912.0,0.2125,-23.09%,(10x)
MATIC,WETH/IDLE,SushiSwap,WETH,10337.0,0.0728,6455.0,0.1332,-181.60%,(5x)
MATIC,WETH/IDLE,SushiSwap,IDLE,0.0,0.48090000000000005,0.0,0.9299,-181.60%,(5x)
ARB,SPELL/ETH,SushiSwap,SPELL,255712.0,0.1038,208421.0,0.21059999999999998,779.24%,(5x)
ARB,SPELL/ETH,SushiSwap,ETH,2083172.0,0.047400000000000005,853129.0,0.1,779.24%,(5x)
ARB,WBTC/ETH,Swapr,WBTC,693374.0,0.11359999999999999,454604.0,0.16920000000000002,188.29%,(10x)
ARB,WBTC/ETH,Swapr,ETH,842101.0,0.0717,521104.0,0.11359999999999999,188.29%,(10x)
ARB,WBTC/ETH,SushiSwap,WBTC,441544.0,0.0755,319969.0,0.1409,103.49%,(10x)
ARB,WBTC/ETH,SushiSwap,ETH,590615.0,0.0291,381203.0,0.064,103.49%,(10x)
ARB,ETH/USDC,SushiSwap,ETH,1343363.0,0.0015,295445.0,0.0018,143.99%,(5x)
ARB,ETH/USDC,SushiSwap,USDC,407178.0,0.0966,271787.0,0.19079999999999997,143.99%,(5x)
ARB,ETH/MIM,SushiSwap,ETH,402916.0,0.0623,238879.0,0.1045,163.34%,(5x)
ARB,ETH/MIM,SushiSwap,MIM,370325.0,0.2208,231745.0,0.3982,163.34%,(5x)
ARB,ETH/USDC,Swapr,ETH,276004.0,0.0653,177396.0,0.1177,118.98%,(5x)
ARB,ETH/USDC,Swapr,USDC,225680.0,0.084,167925.0,0.1805,118.98%,(5x)
ARB,ETH/USDT,SushiSwap,ETH,229482.0,0.050199999999999995,149120.0,0.09630000000000001,161.03%,(5x)
ARB,ETH/USDT,SushiSwap,USDT,199047.0,0.1045,136283.0,0.2346,161.03%,(5x)
ARB,ETH/IMX,SushiSwap,ETH,314268.0,0.0571,154647.0,0.096,465.77%,(5x)
ARB,ETH/IMX,SushiSwap,IMX,198654.0,0.041299999999999996,84850.0,0.052000000000000005,465.77%,(5x)
ARB,ETH/IMX,Swapr,ETH,224795.0,0.043899999999999995,92329.0,0.0909,365.56%,(5x)
ARB,ETH/IMX,Swapr,IMX,100105.0,0.056100000000000004,63306.0,0.0834,365.56%,(5x)
ARB,ETH/LINK,Swapr,ETH,139118.0,0.0501,85293.0,0.0949,141.07%,(5x)
ARB,ETH/LINK,Swapr,LINK,143199.0,0.1052,65349.0,0.2026,141.07%,(5x)
ARB,ETH/DAI,Swapr,ETH,92302.0,0.047599999999999996,57175.0,0.1047,69.02%,(5x)
ARB,ETH/DAI,Swapr,DAI,103191.0,0.1137,71610.0,0.214,69.02%,(5x)
ARB,USDT/USDC,Swapr,USDT,83609.0,0.2109,45172.0,0.3947,62.27%,(20x)
ARB,USDT/USDC,Swapr,USDC,107101.0,0.1057,72569.0,0.2023,62.27%,(20x)
ARB,ETH/SUSHI,SushiSwap,ETH,95411.0,0.0322,67372.0,0.059800000000000006,206.86%,(5x)
ARB,ETH/SUSHI,SushiSwap,SUSHI,72593.0,0.054000000000000006,30983.0,0.12,206.86%,(5x)
ARB,ETH/SWPR,Swapr,ETH,68275.0,0.0556,51138.0,0.0874,419.20%,(5x)
ARB,ETH/SWPR,Swapr,SWPR,104144.0,0.0143,43809.0,0.023,419.20%,(5x)
ARB,MKR/ETH,Swapr,MKR,99326.0,0.04190000000000001,56118.0,0.08,197.97%,(10x)
ARB,MKR/ETH,Swapr,ETH,83318.0,0.0564,51028.0,0.1001,197.97%,(10x)
AVAX,WETH.e/AVAX,TraderJoe,WETH.e,884957.0,0.0889,570677.0,0.1611,294.16%,(10x)
AVAX,WETH.e/AVAX,TraderJoe,AVAX,703725.0,0.3223,447719.0,0.616,294.16%,(10x)
AVAX,USDC.e/AVAX,TraderJoe,USDC.e,701404.0,0.2113,441650.0,0.37439999999999996,443.45%,(5x)
AVAX,USDC.e/AVAX,TraderJoe,AVAX,705397.0,0.3711,435450.0,0.6828,443.45%,(5x)
AVAX,MIM/AVAX,TraderJoe,MIM,833638.0,0.1761,346737.0,0.3492,86.99%,(5x)
AVAX,MIM/AVAX,TraderJoe,AVAX,733576.0,0.2439,226849.0,0.4782,86.99%,(5x)
AVAX,AVAX/USDT.e,TraderJoe,AVAX,381592.0,0.3835,215152.0,0.7118000000000001,472.35%,(5x)
AVAX,AVAX/USDT.e,TraderJoe,USDT.e,329260.0,0.2641,228949.0,0.4604,472.35%,(5x)
AVAX,AVAX/IMX.a,PangolinV2,AVAX,391492.0,0.3373,226343.0,0.645,544.81%,(5x)
AVAX,AVAX/IMX.a,PangolinV2,IMX.a,329579.0,0.4743,201158.0,0.882,544.81%,(5x)
AVAX,WBTC.e/AVAX,PangolinV2,WBTC.e,227004.0,0.162,155759.0,0.2811,305.97%,(10x)
AVAX,WBTC.e/AVAX,PangolinV2,AVAX,226013.0,0.3619,142480.0,0.7459,305.97%,(10x)
AVAX,AVAX/SPELL,PangolinV2,AVAX,246834.0,0.33,93303.0,0.6552,283.07%,(5x)
AVAX,AVAX/SPELL,PangolinV2,SPELL,163229.0,0.3189,115656.0,0.6451,283.07%,(5x)
AVAX,USDC.e/USDT.e,TraderJoe,USDC.e,139902.0,0.18100000000000002,97479.0,0.32299999999999995,-29.65%,(20x)
AVAX,USDC.e/USDT.e,TraderJoe,USDT.e,130406.0,0.1593,96802.0,0.2816,-29.65%,(20x)
AVAX,USDC.e/DAI.e,TraderJoe,USDC.e,112389.0,0.1973,77690.0,0.3467,-1.37%,(20x)
AVAX,USDC.e/DAI.e,TraderJoe,DAI.e,101464.0,0.15839999999999999,77411.0,0.2973,-1.37%,(20x)
AVAX,USDT.e/DAI.e,TraderJoe,USDT.e,111496.0,0.23070000000000002,60764.0,0.4133,-12.92%,(20x)
AVAX,USDT.e/DAI.e,TraderJoe,DAI.e,83035.0,0.1888,60687.0,0.3357,-12.92%,(20x)
AVAX,WETH.e/AVAX,PangolinV2,WETH.e,84815.0,0.0796,52817.0,0.1426,179.26%,(10x)
AVAX,WETH.e/AVAX,PangolinV2,AVAX,65100.0,0.37060000000000004,43421.0,0.7,179.26%,(10x)
AVAX,AVAX/USDT.e,PangolinV2,AVAX,36395.0,0.3385,27312.0,0.6759999999999999,234.19%,(5x)
AVAX,AVAX/USDT.e,PangolinV2,USDT.e,71711.0,0.2853,36562.0,0.5034000000000001,234.19%,(5x)
AVAX,AVAX/XAVA,TraderJoe,AVAX,22841.0,0.3873,16759.0,0.7759,345.72%,(5x)
AVAX,AVAX/XAVA,TraderJoe,XAVA,17107.0,0.2122,16781.0,0.40020000000000006,345.72%,(5x)
AVAX,JOE/AVAX,TraderJoe,JOE,23483.0,0.6347,13385.0,1.0851,60.50%,(5x)
AVAX,JOE/AVAX,TraderJoe,AVAX,22648.0,0.276,12498.0,0.5289,60.50%,(5x)
AVAX,AVAX/SPELL,TraderJoe,AVAX,22313.0,0.2259,5962.0,0.42119999999999996,145.19%,(5x)
AVAX,AVAX/SPELL,TraderJoe,SPELL,24417.0,0.1967,10538.0,0.2781,145.19%,(5x)
AVAX,WETH.e/AVAX,Pangolin,WETH.e,7142.0,0.0262,6469.0,0.059500000000000004,122.67%,(10x)
AVAX,WETH.e/AVAX,Pangolin,AVAX,28267.0,0.0207,8688.0,0.0873,122.67%,(10x)
AVAX,PNG/AVAX,Pangolin,PNG,8665.0,0.0254,3133.0,0.09910000000000001,-0.23%,(5x)
AVAX,PNG/AVAX,Pangolin,AVAX,3381.0,0.023,3381.0,0.06309999999999999,-0.23%,(5x)
AVAX,YAK/AVAX,TraderJoe,YAK,4610.0,0.1576,2123.0,0.23370000000000002,-141.09%,(5x)
AVAX,YAK/AVAX,TraderJoe,AVAX,11025.0,0.2464,2168.0,0.5549000000000001,-141.09%,(5x)
AVAX,AVAX/IMX.a,Pangolin,AVAX,7380.0,0.057,1794.0,0.1362,17.36%,(5x)
AVAX,AVAX/IMX.a,Pangolin,IMX.a,3944.0,0.0043,986.83,0.0146,17.36%,(5x)
AVAX,AVAX/USDT.e,Pangolin,AVAX,3838.0,0.009899999999999999,1187.0,0.0508,230.54%,(5x)
AVAX,AVAX/USDT.e,Pangolin,USDT.e,2729.0,0.12029999999999999,1197.0,0.18760000000000002,230.54%,(5x)
AVAX,WBTC.e/AVAX,Pangolin,WBTC.e,7862.0,0.001,0.0,0.0029,48.80%,(10x)
AVAX,WBTC.e/AVAX,Pangolin,AVAX,1610.0,0.16699999999999998,1285.0,0.35009999999999997,48.80%,(10x)
AVAX,AVAX/PEFI,TraderJoe,AVAX,480.8,0.353,248.43,0.5306000000000001,-313.71%,(5x)
AVAX,AVAX/PEFI,TraderJoe,PEFI,3830.0,1.3102,545.93,1.8168,-313.71%,(5x)
AVAX,AVAX/SNOB,TraderJoe,AVAX,175.25,0.22699999999999998,175.24,0.441,-327.01%,(5x)
AVAX,AVAX/SNOB,TraderJoe,SNOB,3678.0,0.5766,177.13,1.4369999999999998,-327.01%,(5x)
AVAX,PNG/AVAX,PangolinV2,PNG,110.83,0.0036,110.07,0.0095,66.93%,(5x)
AVAX,PNG/AVAX,PangolinV2,AVAX,3670.0,0.26289999999999997,90.04,0.3583,66.93%,(5x)
MOONRIVER,ETH/MOVR,Solarbeam,ETH,359206.0,0.2349,272883.0,0.44229999999999997,363.32%,(5x)
MOONRIVER,ETH/MOVR,Solarbeam,MOVR,326268.0,1.5338,222619.0,2.5425,363.32%,(5x)
MOONRIVER,FRAX/MOVR,Solarbeam,FRAX,398606.0,0.4827,245636.0,0.8390000000000001,553.46%,(5x)
MOONRIVER,FRAX/MOVR,Solarbeam,MOVR,250507.0,1.4805000000000001,190642.0,2.4395,553.46%,(5x)
MOONRIVER,MIM/MOVR,Solarbeam,MIM,272022.0,0.2984,176483.0,0.5214,620.90%,(5x)
MOONRIVER,MIM/MOVR,Solarbeam,MOVR,260633.0,1.4233000000000002,173319.0,2.3502,620.90%,(5x)
MOONRIVER,IMX.m/MOVR,Solarbeam,IMX.m,249417.0,0.4473,163832.0,0.7367,1251.51%,(5x)
MOONRIVER,IMX.m/MOVR,Solarbeam,MOVR,170568.0,1.2992,116986.0,2.0896,1251.51%,(5x)
MOONRIVER,WBTC/MOVR,Solarbeam,WBTC,99271.0,0.7278,82274.0,1.2701,341.77%,(5x)
MOONRIVER,WBTC/MOVR,Solarbeam,MOVR,87728.0,1.4691,70072.0,2.4443,341.77%,(5x)
