blockchain,pair,dex,ticker,supply,supply_apr,borrowed,borrowed_apr,leveraged_apr,leveraged_apr_multiplier,contract
ETH,AAVE/ETH,Uniswap,ETH,123434.0,0.0,968.36,0.0001,24.56%,(5x),0xdfc14d2af169b0d36c4eff567ada9b2e0cae044f
MATIC,MATIC/WETH,SushiSwap,MATIC,1444521.0,0.1067,1195822.0,0.14529999999999998,212.27%,(10x),0xcb8f6c44c85f4a55f243df1d1f339a52a452aca5
MATIC,MATIC/WETH,SushiSwap,WETH,1270907.0,0.0711,1020195.0,0.0855,212.27%,(10x),0xcb8f6c44c85f4a55f243df1d1f339a52a452aca5
MATIC,WETH/DPI,QuickSwap,WETH,422364.0,0.0603,315791.0,0.09910000000000001,23.36%,(10x),0xd83a3ddc19a651f79970291d71b41be5509e7c66
MATIC,WETH/DPI,QuickSwap,DPI,419279.0,0.0617,276589.0,0.10289999999999999,23.36%,(10x),0xd83a3ddc19a651f79970291d71b41be5509e7c66
MATIC,USDC/DAI,SushiSwap,USDC,395085.0,0.0764,228083.0,0.1525,-26.40%,(20x),0x542ccc962097b184ca12a46030d967a735342cf8
MATIC,USDC/DAI,SushiSwap,DAI,332697.0,0.1381,229131.0,0.24100000000000002,-26.40%,(20x),0x542ccc962097b184ca12a46030d967a735342cf8
MATIC,WBTC/WETH,SushiSwap,WBTC,312014.0,0.0888,203471.0,0.158,56.07%,(10x),0x7da257e84f233c9d05959f923c797585549bb3cb
MATIC,WBTC/WETH,SushiSwap,WETH,326938.0,0.055,244740.0,0.0897,56.07%,(10x),0x7da257e84f233c9d05959f923c797585549bb3cb
MATIC,IMX/WETH,QuickSwap,IMX,272899.0,0.3701,192074.0,0.6887000000000001,177.76%,(5x),0x8ce3bf56767dd87e87487f3fae63e557b821ea32
MATIC,IMX/WETH,QuickSwap,WETH,301532.0,0.0658,231705.0,0.0891,177.76%,(5x),0x8ce3bf56767dd87e87487f3fae63e557b821ea32
MATIC,WBTC/pBTC,QuickSwap,WBTC,485265.0,0.0934,291294.0,0.16870000000000002,24.26%,(20x),0xe1ad5d74f3fede7ec63fec63d4bafe9afbf09edb
MATIC,WBTC/pBTC,QuickSwap,pBTC,201559.0,0.18170000000000003,124240.0,0.3639,24.26%,(20x),0xe1ad5d74f3fede7ec63fec63d4bafe9afbf09edb
MATIC,MAI/USDT,QuickSwap,MAI,249062.0,0.1705,175226.0,0.2711,-0.55%,(20x),0xc3a4c0677b033bf6e9a4e22f930f1d60c5cd2c86
MATIC,MAI/USDT,QuickSwap,USDT,235979.0,0.1716,173584.0,0.2584,-0.55%,(20x),0xc3a4c0677b033bf6e9a4e22f930f1d60c5cd2c86
MATIC,USDC/USDT,QuickSwap,USDC,269079.0,0.0943,173975.0,0.1759,-2.27%,(20x),0x3e115a3af5a58c73571586468b0f5d08bfe9dab1
MATIC,USDC/USDT,QuickSwap,USDT,247075.0,0.14279999999999998,173837.0,0.24359999999999998,-2.27%,(20x),0x3e115a3af5a58c73571586468b0f5d08bfe9dab1
MATIC,USDC/USDT,SushiSwap,USDC,201551.0,0.1183,158099.0,0.1707,140.21%,(20x),0x9b2f10eae09fad574b3f76b977c06634a4ec3a46
MATIC,USDC/USDT,SushiSwap,USDT,197524.0,0.1478,158059.0,0.2079,140.21%,(20x),0x9b2f10eae09fad574b3f76b977c06634a4ec3a46
MATIC,USDC/JPYC,QuickSwap,USDC,199532.0,0.0919,150694.0,0.15689999999999998,3.76%,(10x),0x205995421c72dc223f36bbfad78b66eea72d2677
MATIC,USDC/JPYC,QuickSwap,JPYC,202222.0,0.0694,148106.0,0.1166,3.76%,(10x),0x205995421c72dc223f36bbfad78b66eea72d2677
MATIC,DAI/MAI,QuickSwap,DAI,202666.0,0.14550000000000002,146928.0,0.2426,-13.70%,(20x),0x6d59c06a7f96a508310a76da84db397819e29c62
MATIC,DAI/MAI,QuickSwap,MAI,217917.0,0.16920000000000002,147020.0,0.28,-13.70%,(20x),0x6d59c06a7f96a508310a76da84db397819e29c62
MATIC,WBTC/WETH,QuickSwap,WBTC,202341.0,0.081,110049.0,0.14029999999999998,121.05%,(10x),0x8f7f8a534f6a7d57fbda855cf3588eb1edc4508b
MATIC,WBTC/WETH,QuickSwap,WETH,249488.0,0.042,135736.0,0.07690000000000001,121.05%,(10x),0x8f7f8a534f6a7d57fbda855cf3588eb1edc4508b
MATIC,USDC/WETH,SushiSwap,USDC,165002.0,0.11699999999999999,99698.0,0.21660000000000001,79.20%,(5x),0xbb7ccc9c0f72fb91dee7053c652e961117db4368
MATIC,USDC/WETH,SushiSwap,WETH,203205.0,0.062,140615.0,0.1114,79.20%,(5x),0xbb7ccc9c0f72fb91dee7053c652e961117db4368
MATIC,MATIC/WETH,QuickSwap,MATIC,112418.0,0.0783,82576.0,0.115,135.15%,(10x),0x2383b93cfa6ddd9a7b35ddffd8d527e7ab80b920
MATIC,MATIC/WETH,QuickSwap,WETH,105441.0,0.0661,77084.0,0.0965,135.15%,(10x),0x2383b93cfa6ddd9a7b35ddffd8d527e7ab80b920
MATIC,WETH/MVI,SushiSwap,WETH,78144.0,0.0473,49372.0,0.0946,130.91%,(10x),0xa13c38e12b1d516634dcfeb80abe620aedfcf0d0
MATIC,WETH/MVI,SushiSwap,MVI,92251.0,0.0784,48449.0,0.136,130.91%,(10x),0xa13c38e12b1d516634dcfeb80abe620aedfcf0d0
MATIC,LINK/WETH,QuickSwap,LINK,46426.0,0.0707,33082.0,0.1015,77.28%,(10x),0x0c7feaa175f62779be13cdd4fe878e55ee70179e
MATIC,LINK/WETH,QuickSwap,WETH,56158.0,0.0742,39693.0,0.1252,77.28%,(10x),0x0c7feaa175f62779be13cdd4fe878e55ee70179e
MATIC,WETH/UNI,QuickSwap,WETH,52923.0,0.0665,37835.0,0.1243,86.35%,(10x),0xb361e254dae512a7bd37f72b926f625f4d39db56
MATIC,WETH/UNI,QuickSwap,UNI,55535.0,0.0294,27949.0,0.051699999999999996,86.35%,(10x),0xb361e254dae512a7bd37f72b926f625f4d39db56
MATIC,WBTC/ibBTC,SushiSwap,WBTC,100826.0,0.0581,65225.0,0.10949999999999999,4.40%,(20x),0xba8d0e69773c2f5d385968e42050f23b24b35e36
MATIC,WBTC/ibBTC,SushiSwap,ibBTC,92164.0,0.10710000000000001,64619.0,0.1741,4.40%,(20x),0xba8d0e69773c2f5d385968e42050f23b24b35e36
MATIC,USDC/WETH,QuickSwap,USDC,45962.0,0.0886,32412.0,0.17800000000000002,87.99%,(5x),0xc380e7fa325e1708e9e6ef4d9bed2cd806fcb328
MATIC,USDC/WETH,QuickSwap,WETH,49782.0,0.0644,31552.0,0.1107,87.99%,(5x),0xc380e7fa325e1708e9e6ef4d9bed2cd806fcb328
MATIC,WETH/PNT,QuickSwap,WETH,65322.0,0.0823,36739.0,0.16820000000000002,262.46%,(5x),0x1e987756305c6506a8687e6ceb85872c48ceaa3b
MATIC,WETH/PNT,QuickSwap,PNT,6012.0,0.4257,3800.0,0.8441,262.46%,(5x),0x1e987756305c6506a8687e6ceb85872c48ceaa3b
MATIC,MATIC/WCRO,QuickSwap,MATIC,20639.0,0.0888,16483.0,0.1375,151.80%,(5x),0xc753c8e920a6c35315da5d15e8cfcd5b014fd280
MATIC,MATIC/WCRO,QuickSwap,WCRO,29910.0,0.30510000000000004,15387.0,0.5902000000000001,151.80%,(5x),0xc753c8e920a6c35315da5d15e8cfcd5b014fd280
MATIC,AVAX/WETH,SushiSwap,AVAX,24128.0,0.3368,16868.0,0.599,103.60%,(10x),0xc2eb7fc0c27b20400e9923a1f4066d8d4a9cd203
MATIC,AVAX/WETH,SushiSwap,WETH,16107.0,0.0359,12214.0,0.0694,103.60%,(10x),0xc2eb7fc0c27b20400e9923a1f4066d8d4a9cd203
MATIC,WETH/DAI,QuickSwap,WETH,18595.0,0.0529,14110.0,0.0902,107.11%,(5x),0x16aed35d0c1f5500b73063b10c0dad42b772ac23
MATIC,WETH/DAI,QuickSwap,DAI,25480.0,0.10300000000000001,13763.0,0.2182,107.11%,(5x),0x16aed35d0c1f5500b73063b10c0dad42b772ac23
MATIC,SUSHI/WETH,SushiSwap,SUSHI,15637.0,0.1426,12197.0,0.2439,301.82%,(10x),0xb5846453b67d0b4b4ce655930cf6e4129f4416d7
MATIC,SUSHI/WETH,SushiSwap,WETH,18286.0,0.0843,13802.0,0.1008,301.82%,(10x),0xb5846453b67d0b4b4ce655930cf6e4129f4416d7
MATIC,WETH/USDT,QuickSwap,WETH,19550.0,0.0644,11884.0,0.1118,113.65%,(5x),0x2912a338df9877905e54c557e4d826f84365602e
MATIC,WETH/USDT,QuickSwap,USDT,23502.0,0.1164,13165.0,0.2231,113.65%,(5x),0x2912a338df9877905e54c557e4d826f84365602e
MATIC,QI/WETH,QuickSwap,QI,89382.0,0.083,13365.0,0.28,441.23%,(5x),0xb48e8c226facb7ade62ab0ca8588789aaa1428aa
MATIC,QI/WETH,QuickSwap,WETH,22867.0,0.0481,10579.0,0.0684,441.23%,(5x),0xb48e8c226facb7ade62ab0ca8588789aaa1428aa
MATIC,CRV/WETH,SushiSwap,CRV,21494.0,0.0727,11299.0,0.15560000000000002,252.76%,(10x),0x9039b60eee1adbd2697a0ffb558f879c0b5d87bb
MATIC,CRV/WETH,SushiSwap,WETH,16471.0,0.08310000000000001,11586.0,0.12539999999999998,252.76%,(10x),0x9039b60eee1adbd2697a0ffb558f879c0b5d87bb
MATIC,DATA/WETH,SushiSwap,DATA,40097.0,0.2194,18544.0,0.447,100.73%,(5x),0xb343cc2378dcff9a6f81b4eee3d8ecdc88560f6a
MATIC,DATA/WETH,SushiSwap,WETH,33803.0,0.0756,22894.0,0.13,100.73%,(5x),0xb343cc2378dcff9a6f81b4eee3d8ecdc88560f6a
MATIC,WETH/AAVE,QuickSwap,WETH,11049.0,0.0318,6359.0,0.061799999999999994,83.29%,(10x),0xc6c866c2c69ff093e14746e6f9dbc7a22e0e6522
MATIC,WETH/AAVE,QuickSwap,AAVE,12963.0,0.0417,3887.0,0.11810000000000001,83.29%,(10x),0xc6c866c2c69ff093e14746e6f9dbc7a22e0e6522
MATIC,WETH/IDLE,SushiSwap,WETH,8605.0,0.0572,4456.0,0.11320000000000001,179.90%,(5x),0x44559353f8edb965294c1448333369ca84df6298
MATIC,WETH/IDLE,SushiSwap,IDLE,10773.0,0.33740000000000003,4969.0,0.7302,179.90%,(5x),0x44559353f8edb965294c1448333369ca84df6298
ARB,SPELL/ETH,SushiSwap,SPELL,394830.0,0.1718,311951.0,0.2998,359.12%,(5x),0x35b44b303eacb71114aa62fe8dae6f9c5de0f680
ARB,SPELL/ETH,SushiSwap,ETH,1699262.0,0.024399999999999998,787232.0,0.0653,359.12%,(5x),0x35b44b303eacb71114aa62fe8dae6f9c5de0f680
ARB,WBTC/ETH,Swapr,WBTC,654572.0,0.0987,449923.0,0.16,111.89%,(10x),0xb8942a1c1bbb90272190269d42c2f1dff2fde3a4
ARB,WBTC/ETH,Swapr,ETH,831501.0,0.0572,494613.0,0.1001,111.89%,(10x),0xb8942a1c1bbb90272190269d42c2f1dff2fde3a4
ARB,WBTC/ETH,SushiSwap,WBTC,422264.0,0.0754,306195.0,0.1373,78.82%,(10x),0x7532a8d8a12bdd871796a07ac90e510b1cc8f694
ARB,WBTC/ETH,SushiSwap,ETH,550073.0,0.0304,355146.0,0.062,78.82%,(10x),0x7532a8d8a12bdd871796a07ac90e510b1cc8f694
ARB,ETH/USDC,SushiSwap,ETH,1250744.0,0.0027,297849.0,0.0024,114.40%,(5x),0xb0e7ad5053414fde098122b61fd34d816fd6d93f
ARB,ETH/USDC,SushiSwap,USDC,380483.0,0.1293,296104.0,0.21559999999999999,114.40%,(5x),0xb0e7ad5053414fde098122b61fd34d816fd6d93f
ARB,ETH/USDC,Swapr,ETH,380817.0,0.0877,214004.0,0.1091,57.64%,(5x),0x82cde182702841dab46916738207123fe535909f
ARB,ETH/USDC,Swapr,USDC,329289.0,0.1517,218428.0,0.1993,57.64%,(5x),0x82cde182702841dab46916738207123fe535909f
ARB,ETH/MIM,SushiSwap,ETH,345099.0,0.0504,178421.0,0.08710000000000001,94.27%,(5x),0xa6e69dd0c36f3b59539e2c7afd274ef91b5c70f9
ARB,ETH/MIM,SushiSwap,MIM,314526.0,0.1809,187150.0,0.3454,94.27%,(5x),0xa6e69dd0c36f3b59539e2c7afd274ef91b5c70f9
ARB,ETH/USDT,SushiSwap,ETH,205956.0,0.0567,151409.0,0.0924,127.05%,(5x),0x95c9bf3f60cbc2be8e148fae82f26930bfcd1839
ARB,ETH/USDT,SushiSwap,USDT,198907.0,0.1383,148984.0,0.2416,127.05%,(5x),0x95c9bf3f60cbc2be8e148fae82f26930bfcd1839
ARB,ETH/IMX,SushiSwap,ETH,283989.0,0.039599999999999996,150258.0,0.07769999999999999,418.39%,(5x),0xb7e5e74b52b9ada1042594cfd8abbdee506cc6c5
ARB,ETH/IMX,SushiSwap,IMX,176592.0,0.0254,81755.0,0.0385,418.39%,(5x),0xb7e5e74b52b9ada1042594cfd8abbdee506cc6c5
ARB,ETH/IMX,Swapr,ETH,159775.0,0.030899999999999997,92647.0,0.0672,312.55%,(5x),0xcc5c1540683aff992201d8922df44898e1cc9806
ARB,ETH/IMX,Swapr,IMX,86981.0,0.05,63184.0,0.0737,312.55%,(5x),0xcc5c1540683aff992201d8922df44898e1cc9806
ARB,ETH/LINK,Swapr,ETH,127148.0,0.0409,79284.0,0.0785,180.91%,(5x),0xc48a16493b97bf90545793cf89884ede71aac39a
ARB,ETH/LINK,Swapr,LINK,130757.0,0.0562,56037.0,0.1274,180.91%,(5x),0xc48a16493b97bf90545793cf89884ede71aac39a
ARB,ETH/DAI,Swapr,ETH,86741.0,0.0453,55614.0,0.0944,111.92%,(5x),0xe965129938867a125f91a67e1b6d34d022bda569
ARB,ETH/DAI,Swapr,DAI,70706.0,0.13019999999999998,51351.0,0.2289,111.92%,(5x),0xe965129938867a125f91a67e1b6d34d022bda569
ARB,USDT/USDC,Swapr,USDT,71431.0,0.1716,50735.0,0.3048,40.53%,(20x),0xd52c2e7feae13abbc9ac4861ef697f7210586696
ARB,USDT/USDC,Swapr,USDC,98687.0,0.1753,50370.0,0.2693,40.53%,(20x),0xd52c2e7feae13abbc9ac4861ef697f7210586696
ARB,ETH/SUSHI,SushiSwap,ETH,88873.0,0.0291,63464.0,0.0554,204.40%,(5x),0x092162807896509afe042b7f839ab30e1ca11670
ARB,ETH/SUSHI,SushiSwap,SUSHI,68650.0,0.0281,30019.0,0.08070000000000001,204.40%,(5x),0x092162807896509afe042b7f839ab30e1ca11670
ARB,MKR/ETH,Swapr,MKR,98661.0,0.0335,45912.0,0.06559999999999999,133.36%,(10x),0x4fefa59353636c64c5950fd23c969cbaab5e7bba
ARB,MKR/ETH,Swapr,ETH,71108.0,0.0489,47122.0,0.0894,133.36%,(10x),0x4fefa59353636c64c5950fd23c969cbaab5e7bba
ARB,ETH/SWPR,Swapr,ETH,62019.0,0.06860000000000001,36350.0,0.1112,449.13%,(5x),0x4062f4775bc001595838fbaae38908b250ee07cf
ARB,ETH/SWPR,Swapr,SWPR,80739.0,0.011699999999999999,25959.0,0.015700000000000002,449.13%,(5x),0x4062f4775bc001595838fbaae38908b250ee07cf
AVAX,USDC.e/AVAX,TraderJoe,USDC.e,790013.0,0.18230000000000002,605871.0,0.3272,234.37%,(5x),0xc05227adce1a291752e90bc989f71c4c534d26d5
AVAX,USDC.e/AVAX,TraderJoe,AVAX,737727.0,0.31739999999999996,565415.0,0.5740999999999999,234.37%,(5x),0xc05227adce1a291752e90bc989f71c4c534d26d5
AVAX,WETH.e/AVAX,TraderJoe,WETH.e,987185.0,0.0942,534868.0,0.1609,258.66%,(10x),0x17a57f77e31752ca1455ea7946c7df54fb4ea876
AVAX,WETH.e/AVAX,TraderJoe,AVAX,594191.0,0.2595,447218.0,0.4858,258.66%,(10x),0x17a57f77e31752ca1455ea7946c7df54fb4ea876
AVAX,MIM/AVAX,TraderJoe,MIM,677347.0,0.12119999999999999,494712.0,0.2336,206.93%,(5x),0xd04b43a8e016ead5c95971e428bffe5a32cfad3c
AVAX,MIM/AVAX,TraderJoe,AVAX,485084.0,0.1319,373939.0,0.2661,206.93%,(5x),0xd04b43a8e016ead5c95971e428bffe5a32cfad3c
AVAX,AVAX/IMX.a,PangolinV2,AVAX,340678.0,0.2782,231960.0,0.5149,417.90%,(5x),0xde0037afbe805c00d3cec67093a40882880779b7
AVAX,AVAX/IMX.a,PangolinV2,IMX.a,247220.0,0.3782,205241.0,0.6895,417.90%,(5x),0xde0037afbe805c00d3cec67093a40882880779b7
AVAX,AVAX/USDT.e,TraderJoe,AVAX,280989.0,0.29350000000000004,160987.0,0.5499,267.75%,(5x),0x20beea9fab7e05b05f110eed0cb4f3b29b3ddfb4
AVAX,AVAX/USDT.e,TraderJoe,USDT.e,279493.0,0.2048,181187.0,0.3788,267.75%,(5x),0x20beea9fab7e05b05f110eed0cb4f3b29b3ddfb4
AVAX,WBTC.e/AVAX,PangolinV2,WBTC.e,328289.0,0.109,173749.0,0.21050000000000002,249.27%,(10x),0x7140d22afc110741323ef29868c48b566a3295d4
AVAX,WBTC.e/AVAX,PangolinV2,AVAX,229904.0,0.2905,158025.0,0.5614,249.27%,(10x),0x7140d22afc110741323ef29868c48b566a3295d4
AVAX,AVAX/SPELL,PangolinV2,AVAX,141460.0,0.20980000000000001,108469.0,0.4177,380.23%,(5x),0x6ca300f7b764580e52889341e8941cca7cfca727
AVAX,AVAX/SPELL,PangolinV2,SPELL,182606.0,0.2781,117590.0,0.5105,380.23%,(5x),0x6ca300f7b764580e52889341e8941cca7cfca727
AVAX,USDC.e/USDT.e,TraderJoe,USDC.e,143635.0,0.18030000000000002,97320.0,0.312,-72.11%,(20x),0xa1feadd11cd6a27bdfd945eb8ef685d8872639fa
AVAX,USDC.e/USDT.e,TraderJoe,USDT.e,127485.0,0.156,96602.0,0.2661,-72.11%,(20x),0xa1feadd11cd6a27bdfd945eb8ef685d8872639fa
AVAX,USDC.e/DAI.e,TraderJoe,USDC.e,99907.0,0.17620000000000002,77086.0,0.3114,122.26%,(20x),0xe58cf63240417fa2c91c5bcc92ef1a234ee9bfba
AVAX,USDC.e/DAI.e,TraderJoe,DAI.e,97201.0,0.1489,76064.0,0.262,122.26%,(20x),0xe58cf63240417fa2c91c5bcc92ef1a234ee9bfba
AVAX,USDT.e/DAI.e,TraderJoe,USDT.e,88002.0,0.1745,53029.0,0.3325,-118.03%,(20x),0x1d4cee9bbf71e1c4dae1a6b1e10c0b4d7c44f96e
AVAX,USDT.e/DAI.e,TraderJoe,DAI.e,76059.0,0.1973,52913.0,0.33409999999999995,-118.03%,(20x),0x1d4cee9bbf71e1c4dae1a6b1e10c0b4d7c44f96e
AVAX,WETH.e/AVAX,PangolinV2,WETH.e,73818.0,0.0634,44387.0,0.115,250.09%,(10x),0xc532a2885027677c4be61f710f7d41941dbad1b1
AVAX,WETH.e/AVAX,PangolinV2,AVAX,49747.0,0.2734,37002.0,0.5186,250.09%,(10x),0xc532a2885027677c4be61f710f7d41941dbad1b1
AVAX,AVAX/USDT.e,PangolinV2,AVAX,32978.0,0.2695,24518.0,0.5136999999999999,210.59%,(5x),0x734ee20bbad6d191432b34fbfd1493c16f065e9c
AVAX,AVAX/USDT.e,PangolinV2,USDT.e,45390.0,0.18460000000000001,31927.0,0.3539,210.59%,(5x),0x734ee20bbad6d191432b34fbfd1493c16f065e9c
AVAX,JOE/AVAX,TraderJoe,JOE,27917.0,0.46759999999999996,15514.0,0.8837999999999999,195.93%,(5x),0x96c3186132955785f05ff10a7495bf096260af02
AVAX,JOE/AVAX,TraderJoe,AVAX,21492.0,0.1638,15118.0,0.3429,195.93%,(5x),0x96c3186132955785f05ff10a7495bf096260af02
AVAX,AVAX/XAVA,TraderJoe,AVAX,22220.0,0.3007,12912.0,0.5837,242.45%,(5x),0x2f32fb7c5f3a916fe6b93652f4081b901f2a4701
AVAX,AVAX/XAVA,TraderJoe,XAVA,18711.0,0.5624,14323.0,0.8218000000000001,242.45%,(5x),0x2f32fb7c5f3a916fe6b93652f4081b901f2a4701
AVAX,AVAX/SPELL,TraderJoe,AVAX,13934.0,0.0204,10801.0,0.059500000000000004,497.96%,(5x),0x21249fc0ad45fb3e33c12be0fa2b81000a290c5f
AVAX,AVAX/SPELL,TraderJoe,SPELL,22204.0,0.0281,14836.0,0.0755,497.96%,(5x),0x21249fc0ad45fb3e33c12be0fa2b81000a290c5f
AVAX,WETH.e/AVAX,Pangolin,WETH.e,5876.0,0.0363,5877.0,0.0611,119.48%,(10x),0x632d450318f3347d388dc0aa4a0fea888c58fbec
AVAX,WETH.e/AVAX,Pangolin,AVAX,26014.0,0.0131,7996.0,0.057800000000000004,119.48%,(10x),0x632d450318f3347d388dc0aa4a0fea888c58fbec
AVAX,PNG/AVAX,Pangolin,PNG,2159.0,0.009300000000000001,2159.0,0.032,11.33%,(5x),0x310c66526c349784e975790094cbfbe8ae423fce
AVAX,PNG/AVAX,Pangolin,AVAX,3112.0,0.0216,3112.0,0.0564,11.33%,(5x),0x310c66526c349784e975790094cbfbe8ae423fce
AVAX,YAK/AVAX,TraderJoe,YAK,4612.0,0.050499999999999996,1462.0,0.1416,29.91%,(5x),0xfd6d8c0d5c43195649d5e94f5db068893b02b866
AVAX,YAK/AVAX,TraderJoe,AVAX,9627.0,0.0109,1490.0,0.0738,29.91%,(5x),0xfd6d8c0d5c43195649d5e94f5db068893b02b866
AVAX,AVAX/IMX.a,Pangolin,AVAX,1938.0,0.008,1610.0,0.0297,14.67%,(5x),0xe9439f67201894c30f1c1c6b362f0e9195fb8e2c
AVAX,AVAX/IMX.a,Pangolin,IMX.a,3402.0,0.0009,845.56,0.0044,14.67%,(5x),0xe9439f67201894c30f1c1c6b362f0e9195fb8e2c
AVAX,AVAX/USDT.e,Pangolin,AVAX,2277.0,0.0017000000000000001,1093.0,0.0068000000000000005,174.49%,(5x),0x9d1e250e40676a05b8e1ce256b3f2b9764827dc8
AVAX,AVAX/USDT.e,Pangolin,USDT.e,2730.0,0.0699,1199.0,0.1699,174.49%,(5x),0x9d1e250e40676a05b8e1ce256b3f2b9764827dc8
